sugar to flour ratio,sugar index,bake temp,chill time,calories,density,pH,grams baking soda,bake time,quality,butter type,weight,diameter,mixins,crunch factor,aesthetic appeal
0.3,7.2,410,42,168,0.99331,8.22,0.49,11.1,8,melted,12.8,7,raisins,1.53,3
0.27,2.6,540,30,156,0.9914,8.53,0.42,12.4,7,melted,11.6,7,chocolate,1.52,3
0.24,9.8,580,64,188,0.9952,8.13,0.51,10.6,8,melted,13.6,7,"chocolate, oats",1.48,3
0.53,1.4,1420,5,69,0.9926,8.14,0.52,10.1,6,melted,13,7,raisins,1.84,3
0.27,2.1,300,26,139,0.99,8.16,0.61,12.6,9,melted,13.6,7,chocolate,1.65,3
0.34,8.9,430,31,172,0.9964,8.22,0.6,9.2,7,melted,13.4,7,"nuts, chocolate",1.3,3
0.71,17.5,420,21,114,0.99784,7.85,0.5,9.5,8,melted,13.6,7,"chocolate, oats",1.35,3
0.42,1.1,620,35,100,0.99318,8.04,0.4,9.2,7,melted,14,7,chocolate,1.54,3
0.31,3.6,460,19,143,0.99022,8.15,0.34,12,10,melted,13,7,"nuts, chocolate",1.51,3
0.42,1.9,520,10,87,0.9922,8.3,0.49,11.8,8,melted,15.4,7,chocolate,1.55,3
0.26,1.3,380,32,138,0.99125,8.46,0.43,11.1,8,melted,12,7,chocolate,1.37,3
0.4,1.6,630,21,67,0.9952,8.5,0.63,11.1,5,cubed,14,7,chocolate,1.63,3
0.12,4.7,600,33,196,0.99556,8.22,0.48,8.9,7,melted,12.8,7,"nuts, oats, chocolate",1.7,3
0.24,1.3,530,66,150,0.9924,8.21,0.62,10.4,8,melted,12,7,chocolate,1.46,3
0.36,2.4,340,19,77,0.99184,8.25,0.48,10.9,7,melted,11.8,7,"nuts, chocolate",1.23,3
0.1,1.6,480,12,26,0.99306,8.55,0.51,12.1,5,cubed,12.6,7,"nuts, oats, chocolate",1.8,3
0.26,1.9,890,23,147,0.99636,8.26,0.59,9.7,5,cubed,15.4,7,"nuts,raisins",1.61,3
0.74,5.15,1000,5,17,0.9996,8.22,0.62,11.2,5,cubed,22.4,7,"nuts,raisins",1.27,3
0.35,1.1,450,14,167,0.992,8.34,0.68,9.9,8,melted,11,7,raisins,1.41,3
0.22,1.4,440,43,176,0.99286,8.14,0.46,9.9,7,melted,14.6,7,raisins,1.43,3
0.02,2.1,660,8,25,0.9972,8.47,0.67,9.5,6,cubed,14,7,"nuts, oats, chocolate",1.91,3
0.26,12.3,530,34,134,0.9972,8.34,0.45,9.5,8,melted,11.8,7,chocolate,1.1,3
0.54,2.7,1050,5,19,0.9988,8.25,0.63,9.5,5,cubed,20.8,7,chocolate,1.24,3
0.36,2.2,370,18,111,0.9919,8.41,0.82,11.9,10,melted,13.8,7,"chocolate, oats",1.39,3
0.49,19.3,570,55,247,1.00055,8,0.56,8.7,7,melted,13.6,7,chocolate,1.94,3
0.34,2,400,38,111,0.99,8.24,0.45,12.9,8,melted,13.6,7,"chocolate, oats",1.5,3
0.36,2,540,30,121,0.992,8.09,0.72,11.6,9,melted,16,7,chocolate,1.89,3
0.33,6.7,370,32,155,0.9951,8.39,0.62,10.7,9,melted,15.4,7,chocolate,1.7,3
0.1,2.4,800,16,33,0.99736,8.58,0.69,10.8,7,cubed,14.8,7,"nuts, oats, chocolate",1.44,3
0.32,5.6,870,10,47,0.9991,8.38,0.77,10.5,7,cubed,17.8,7,"nuts, chocolate",1.22,3
0.59,1.7,460,10,70,0.99373,8.06,0.56,10.8,6,melted,17.4,7,raisins,1.68,3
0.29,1.4,370,33,128,0.9896,8.12,0.36,12.2,9,melted,14,7,raisins,1.8,3
0.11,2.4,430,6,12,0.99354,8.3,0.65,11.4,6,cubed,13.8,7,"nuts, chocolate",1.21,3
0.41,3.7,420,37,149,0.9954,8.36,0.45,10,8,melted,15.6,7,chocolate,1.7,3
0.4,1.4,910,6,28,0.99704,8.07,0.65,10.03333333,6,cubed,23.2,7,"nuts, chocolate",1.69,3
0.42,3.5,350,43,105,0.99021,8.18,0.38,12.2,8,melted,13.4,7,chocolate,1.52,3
0.69,2.1,900,6,21,1,8.17,0.62,9.2,6,cubed,22.8,7,raisins,1.58,3
0.35,5.1,260,17,113,0.99052,8.18,0.67,12.4,8,melted,11.4,7,"nuts, chocolate",1.12,3
0.44,4.2,470,51,144,0.991,8.01,0.76,12.3,8,melted,14.4,7,raisins,1.15,3
0.29,1,310,40,123,0.98958,8.12,0.4,12.1,9,melted,14.4,7,"chocolate, oats",1.43,3
0.05,3.6,1070,6,20,0.9972,8.4,0.63,10.1,5,cubed,14.6,7,"nuts, oats, chocolate",1.43,3
0.41,4.9,580,31,153,0.9966,8.27,0.51,9.7,8,melted,15.8,7,chocolate,1.69,3
0.27,10.4,410,26,114,0.99335,8.04,0.52,11.5,9,melted,14.2,7,chocolate,1.98,3
0.37,6.2,500,21,138,0.99546,8.2,0.55,10.5,8,melted,15,7,"chocolate, oats",1.18,3
0.34,5.1,620,8,22,0.9974,8.22,0.94,10.9,6,cubed,16.4,7,chocolate,1.87,3
0.33,4.35,400,15,80,0.98934,8.29,0.5,12.7,8,melted,12,7,chocolate,1.35,3
0.72,1.6,1670,65,120,0.99324,7.97,0.51,9.2,7,melted,14.2,7,chocolate,1.26,3
0.38,1.4,380,35,111,0.9918,8.32,0.59,11.2,9,melted,13.6,7,"chocolate, oats",1.65,3
0.3,8.25,200,14,104,0.99362,7.99,0.44,11.4,8,melted,14.4,7,raisins,1.29,3
0.3,7.75,310,33,139,0.99296,8.22,0.46,11,8,melted,12.2,7,chocolate,1.99,3
0.28,2.5,320,24,84,0.99168,8.31,0.55,11.5,7,melted,12.8,7,chocolate,1.92,3
0.36,2.4,490,38,123,0.996,8.6,0.46,10.3,7,melted,15.2,7,"chocolate, oats",1.88,3
0.37,6.2,520,13,164,0.99602,8.24,0.39,8.8,6,melted,13.2,7,raisins,1.24,3
0.37,12.85,420,36,105,0.99581,8.05,0.55,10.7,8,melted,14,7,"chocolate, oats",1.38,3
0.45,13,470,33,182,0.9974,8.2,0.46,9.2,8,melted,12.6,7,"nuts,raisins",1.51,3
0,1.4,570,15,26,0.99448,8.36,0.45,9.5,5,cubed,12,7,"nuts,raisins",1.18,3
0.49,7.6,520,67,226,0.9956,8.16,0.47,8.9,7,melted,12.2,7,chocolate,1.46,3
0.28,3.5,390,55,152,0.9907,8.44,0.44,12,8,melted,11.8,7,"nuts, oats, chocolate",1.45,3
0.32,12.2,410,43,127,0.99524,8.23,0.53,10.4,9,melted,11.4,7,chocolate,1.73,3
0.09,1.7,530,24,32,0.99402,8.54,0.6,11.3,5,cubed,12.4,7,"nuts,raisins",1.3,3
0.39,6.75,310,22,98,0.9913,8.15,0.8,12.9,9,melted,13.2,7,chocolate,1.09,3
0.16,1.8,780,12,39,0.9977,8.5,0.7,9.9,6,cubed,14.8,7,"nuts, oats, chocolate",1.61,3
0.15,1.9,790,17,42,0.9972,8.31,0.54,9.6,6,cubed,16.6,7,"nuts, oats, chocolate",1.35,3
0.24,1.8,3600,15,63,0.9964,8,1.59,9.5,5,cubed,15,7,"nuts, oats",1.75,3
0.34,1.6,430,24,129,0.99305,8.12,0.7,10.4,7,melted,15.2,7,chocolate,1.27,3
0.02,1.8,670,4,11,0.997,8.46,0.68,9.5,5,cubed,12.8,7,"nuts,raisins",1.18,3
0.44,2.6,660,22,48,0.99494,8.3,0.84,11.5,6,cubed,14.4,7,raisins,1.16,3
0.14,1.9,560,15,34,0.99396,8.48,0.57,11.5,6,cubed,12.4,7,"nuts,raisins",1.5,3
0.25,10.4,200,7,57,0.994,8.39,0.37,10.6,7,melted,11.4,7,chocolate,1.25,3
0.33,0.9,410,20,117,0.99048,8.21,0.5,11.4,7,melted,14,7,chocolate,1.63,3
0.48,2.1,930,6,12,0.99408,8.26,0.62,12.4,7,cubed,16.6,7,chocolate,1.23,3
0.31,2.7,840,24,125,0.9984,8.31,0.61,9.4,5,cubed,18,7,"nuts, chocolate",1.75,3
0.27,8.6,680,24,148,0.9948,8.16,0.57,11.3,6,cubed,13.4,7,"nuts, chocolate",1.3,3
0.08,2.6,890,14,27,0.99592,8.3,0.59,10.4,6,cubed,15,7,"nuts,raisins",1.66,3
0.33,3.5,370,37,155,0.98987,8.18,0.37,12.4,8,melted,12.4,7,raisins,1.67,3
0.49,8.1,370,26,174,0.9943,8.1,0.3,11.2,9,melted,16.2,7,raisins,1.48,3
0.36,17.2,390,37,130,0.99946,8.23,0.43,8.8,8,melted,12.4,7,chocolate,1.04,3
0.5,2.6,490,17,155,0.9927,8.22,0.64,10,8,melted,11.4,7,raisins,1.24,3
0.34,2.2,730,16,25,0.9936,8.28,0.66,12.4,6,cubed,16,7,"nuts, chocolate",1.37,3
0.45,1.2,330,11,59,0.9926,7.74,0.47,10.8,8,melted,19.4,7,chocolate,1.18,3
0.09,2.9,790,7,22,0.99669,8.46,0.61,10.2,5,cubed,13.4,7,"nuts,raisins",1.33,3
0.27,5,580,27,151,0.99198,8.22,0.49,12.2,8,melted,12.8,7,raisins,1.58,3
0.25,2.8,360,43,132,0.98975,8.21,0.47,13.4,8,melted,14.2,7,"nuts, chocolate",1.08,3
0.34,1.5,380,18,96,0.98942,8.56,0.48,13,10,melted,10.4,7,raisins,1.77,3
0.32,2.2,360,15,70,0.9899,8.16,0.48,12.7,8,melted,12.4,7,raisins,1.79,3
0.32,11.1,360,25,119,0.9962,8.15,0.34,10.5,8,melted,15,7,raisins,1.07,3
0.39,1.2,380,21,115,0.994,8.16,0.67,10,8,melted,15.2,7,chocolate,1.31,3
0.3,2,300,38,142,0.98892,8.41,0.41,12.9,9,melted,11.8,7,raisins,1.23,3
0.4,7.5,400,50,151,0.9927,8.11,0.27,11.4,8,melted,13.8,7,chocolate,1.78,3
0.36,4.6,240,20,198,0.99222,8.06,0.66,11.9,8,melted,15.6,7,raisins,1.54,3
0.38,4.9,390,22,86,0.98963,8.23,0.58,13.1,9,melted,11.6,7,raisins,1.41,3
0.24,9.8,410,29,109,0.9956,8.29,0.47,10.1,8,melted,12.8,7,raisins,1.87,3
0.48,1.5,680,7,15,0.9973,8.22,0.64,10.1,6,cubed,22.2,7,"chocolate, oats",1.52,3
0.46,9,1140,3,9,0.99901,8.18,0.6,10.9,6,cubed,18.2,7,chocolate,1.64,3
0.64,2.2,930,9,42,0.9986,8.54,0.66,10.5,5,cubed,17.6,7,"nuts, chocolate",1.81,3
0.12,1.6,360,57,163,0.99239,8.38,0.59,10.5,8,melted,11.6,7,raisins,1.62,3
0.48,3.1,900,5,21,0.9986,8.17,0.53,10.5,5,cubed,22.2,7,raisins,1.17,3
0.58,5,390,36,114,0.9909,8.3,0.6,12.3,10,melted,12.2,7,raisins,1.42,3
0.26,3.1,530,57,128,0.98982,8.22,0.39,12.7,8,melted,12,7,"nuts, chocolate",1.99,3
0.03,2.3,750,14,31,0.99545,8.36,0.58,10.4,6,cubed,13.6,7,"nuts, oats, chocolate",1.06,3
0.27,11.2,610,46,149,0.99772,7.99,0.59,9.3,8,melted,14.4,7,"chocolate, oats",1.56,3
0.32,7.9,290,34,124,0.9948,8.4,0.39,10.2,7,melted,12.8,7,chocolate,1.08,3
0.09,1.7,530,24,32,0.99402,8.54,0.6,11.3,5,cubed,12.4,7,"nuts,raisins",1.61,3
0.22,9.8,490,50,125,0.99571,8.2,0.45,10.1,8,melted,11.4,7,chocolate,1.51,3
0.31,11.7,510,24,94,0.997,8.19,0.44,9.5,9,melted,15,7,"chocolate, oats",1.73,3
0.41,1.2,500,26,131,0.99133,8.19,0.52,11.1,7,melted,15,7,chocolate,1.01,3
0.49,3.95,440,27,131,0.9912,8.08,0.67,12.8,9,melted,15.2,7,raisins,1.21,3
0.3,10.6,330,24,87,0.99265,8.15,0.45,12.8,8,melted,13.8,7,"nuts, chocolate",1.2,3
0.49,3.4,930,54,80,1.0002,8.3,0.76,10.7,7,cubed,23.6,7,raisins,1.24,3
0.42,1.1,420,51,132,0.99059,8.18,0.74,11.3,9,melted,13.6,7,"chocolate, oats",1.7,3
0.03,1.7,700,10,35,0.99575,8.34,0.57,10,5,cubed,16,7,"nuts,raisins",1.35,3
0.31,2,790,10,79,0.99677,8.29,0.69,9.5,6,cubed,15.8,7,"nuts,raisins",1.95,3
0.26,7.2,480,52,207,0.99587,8.12,0.37,9.2,7,melted,14.6,7,chocolate,1.75,3
0.22,6.2,600,41,190,0.99858,8.18,0.51,9.2,7,melted,13.6,7,raisins,1.92,3
0.31,7.4,530,32,211,0.99587,8.31,0.59,10.4,8,melted,14.2,7,chocolate,1.82,3
0.26,8.2,540,47,182,0.99538,8.12,0.5,9.5,7,melted,12.8,7,chocolate,1.23,3
0.49,2.7,920,25,60,0.9971,8.31,0.61,10.1,6,cubed,15.2,7,chocolate,1.94,3
0.31,6.4,310,38,115,0.99235,8.38,0.58,12.2,9,melted,14,7,raisins,1.92,3
0.32,9.6,540,64,162,0.9962,8.4,0.41,9.4,7,melted,14.2,7,"chocolate, oats",1.72,3
0.22,16.65,440,39,110,0.99855,8.24,0.48,9,8,melted,11.4,7,chocolate,1.69,3
0.49,2.7,980,12,42,1.0004,8.16,0.61,10.3,5,cubed,23.8,7,raisins,1.48,3
0.32,2.2,810,32,79,0.9964,8.3,0.72,11,6,cubed,16.8,7,raisins,1.25,3
0.32,7.9,420,30,130,0.99456,8.4,0.39,10.5,8,melted,13.8,7,"chocolate, oats",1.45,3
0.13,17.2,360,49,219,0.9996,7.96,0.46,9.7,7,melted,16,7,chocolate,1.67,3
0.51,1.2,290,10,102,0.9903,8.46,0.42,11.9,8,melted,12,7,raisins,1.34,3
0.3,14.2,560,53,212.5,0.999,8.14,0.46,8.9,10,melted,15.2,7,chocolate,1.74,3
0.23,3.1,950,13,38,0.9998,8.28,0.59,9.7,5,cubed,18.2,7,"nuts, oats, chocolate",1.06,3
0.37,2.2,570,14,36,0.99614,8.23,0.49,9.3,4,cubed,20.4,7,chocolate,1.61,3
0.3,12.8,620,19,171,0.99808,8,0.52,9,9,melted,13.6,7,"chocolate, oats",1.48,3
0.27,1.2,410,27,99,0.9927,8.19,0.33,9.8,8,melted,14.8,7,chocolate,1.97,3
0.29,1.1,350,44,140,0.99142,8.17,0.55,10.7,9,melted,12.8,7,"chocolate, oats",1.74,3
0.32,14.9,470,54,162,0.9968,8.28,0.5,10.2,8,melted,12.8,7,chocolate,1.92,3
0.2,2,480,48,191,0.9929,8.17,0.51,9.6,7,melted,12.6,7,raisins,1.62,3
0.2,2.4,750,15,50,0.99467,8.58,0.67,12.5,6,cubed,12,7,"nuts,raisins",1.59,3
0.25,1.4,570,21,125,0.99091,8.23,0.44,11.1,9,melted,12.8,7,"chocolate, oats",1.45,3
0.04,2.2,660,12,20,0.99636,8.53,0.56,9.9,5,cubed,13.2,7,"chocolate, peanut butter",1.8,3
0.39,7.8,390,49,208,0.9976,8.31,0.51,9.5,8,melted,16.4,7,chocolate,1.81,3
0.34,7.4,200,38,133,0.99212,8.18,0.44,12,9,melted,13.6,7,raisins,1.3,3
0.36,11.6,420,45,124,0.997,7.92,0.59,9.5,9,melted,14.2,7,chocolate,1.96,3
0.34,6.7,290,21,162,0.99497,8.08,0.5,10.6,8,melted,18,7,chocolate,1.7,3
0.57,1,620,21,122,0.99238,8,0.4,9.5,7,melted,12.8,7,chocolate,1.8,3
0.31,2.8,320,11,61,0.99189,8.06,0.44,11.5,8,melted,17,7,chocolate,1.64,3
0.53,1.2,470,25,109,0.9921,8.23,0.28,12.5,8,melted,18.8,7,chocolate,2,3
0.28,2.8,680,6,16,0.99682,8.24,0.53,10.3,5,cubed,14.2,7,"nuts, chocolate",1.14,3
0.26,2.7,420,28,83,0.99114,8.38,0.51,12,10,melted,13.6,7,"nuts, chocolate",1.71,3
0.26,5.7,440,56,158,0.9951,8.52,0.37,10.5,8,melted,12.4,7,"chocolate, oats",1.59,3
0.24,14,480,24,113,0.9982,8.44,0.53,9.8,8,melted,12.8,7,"nuts, chocolate",1.65,3
0.29,1.8,470,47,187,0.9933,8.13,0.5,10.2,8,melted,16.4,7,chocolate,1.6,3
0.41,14.1,530,37,194,0.99886,8.2,0.63,9.4,8,melted,14.8,7,"nuts, chocolate",1.57,3
0.34,12.4,510,6,37,0.9944,8.13,0.39,11.5,8,melted,14.4,7,raisins,1.73,3
0.19,4.5,380,36,119,0.99151,8.07,0.42,11.2,8,melted,12.8,7,raisins,1.25,3
0.4,2.2,490,38,67,0.996,8.33,0.93,11.3,5,cubed,15.8,7,"chocolate, oats",1.6,3
0.1,3.5,440,17,63,0.9937,8.01,0.39,9.2,7,melted,14,7,raisins,1.69,3
0.03,2.3,540,7,16,0.99508,8.45,0.63,11.5,6,cubed,13.8,7,"nuts, oats",1.19,3
0.49,2.2,320,31,113,0.9903,8.37,0.42,12.9,11,melted,14.2,7,chocolate,1.64,3
0.45,2.3,710,16,40,0.9991,8.39,0.62,9.4,5,cubed,19.8,7,"nuts,raisins",1.26,3
0.66,2.2,740,10,47,1.0008,8.25,0.57,9,3,cubed,23.2,7,"nuts,raisins",1.77,3
0.31,5.4,520,47,150,0.9953,8.24,0.38,9.8,7,melted,16.8,7,"chocolate, oats",1.65,3
0.68,2.9,850,17,43,1.0014,8.06,0.8,10,6,cubed,27.4,7,"nuts, chocolate",1.42,3
0.29,2.2,370,37,102,0.992,8.27,0.64,11,9,melted,14.4,7,chocolate,1.8,3
0.33,2.5,990,20,38,0.99818,8.24,0.71,10.8,5,cubed,21.6,7,"nuts, chocolate",1.27,3
0.27,1.5,560,45,135,0.9924,8.2,0.43,10.2,8,melted,12.2,7,"chocolate, oats",1.5,3
0.23,1.7,770,18,45,0.99625,8.29,0.65,9.3,5,cubed,15.8,7,raisins,1.85,3
0.14,1.3,360,69,168,0.99212,8.47,0.46,10.5,7,melted,9.4,7,raisins,1.75,3
0.26,7.9,500,53,180,0.99514,8.14,0.5,9.6,7,melted,12.8,7,raisins,1.18,3
0.31,1.9,370,34,126,0.99,8.06,0.45,11.8,8,melted,12.8,7,raisins,1.82,3
0.1,1.7,750,6,25,0.99581,8.09,0.43,9.7,6,cubed,16.8,7,raisins,1.75,3
0.53,4,1010,3,10,0.99586,8.21,0.59,12.1,7,cubed,17.8,7,"nuts, chocolate",1.6,3
0.28,1.8,280,39,132,0.99182,8.34,0.46,11.4,7,melted,13.2,7,chocolate,1.36,3
0.22,1.6,270,18,89,0.9893,8.51,0.38,12.5,9,melted,10.2,7,raisins,1.26,3
0.25,10.8,420,33,124,0.99646,8.22,0.41,9.2,8,melted,11.6,7,"chocolate, oats",1.25,3
0.3,5.7,390,24,98,0.992,8.54,0.61,12.3,9,melted,11.4,7,"nuts, chocolate",1.19,3
0.67,8.3,530,10,100,0.9959,8.19,0.5,10.9,7,melted,14.6,7,raisins,1.14,3
0.32,6.2,530,10,94,0.99537,8.35,0.47,10.1,7,melted,12.2,7,"nuts, chocolate",1.93,3
0.3,1.6,340,15,78,0.992,8.38,0.44,11.2,8,melted,13.2,7,"chocolate, oats",1.84,3
0.02,2.4,690,19,40,0.99387,8.38,0.66,12.6,6,cubed,13.2,7,"nuts,raisins",1.43,3
0.23,2.6,590,5,15,0.997,8.37,0.56,11.3,5,cubed,16.2,7,"nuts, oats",1.21,3
0.24,1.1,510,25,105,0.9925,8.32,0.47,9.1,7,melted,10.6,7,"chocolate, oats",1.21,3
0.58,15,440,42,115,0.9978,8.15,0.51,9,7,melted,12.2,7,raisins,1.66,3
0.28,5,420,36,168,0.99505,8.22,0.69,9.5,8,melted,12.6,7,raisins,1.32,3
0.34,1,360,52,184,0.99097,8.44,0.44,11.45,8,melted,12,7,chocolate,1.65,3
0.24,1.7,780,10,21,0.99692,8.29,0.67,10,5,cubed,18,7,"nuts, oats",1.98,3
0.19,4.5,960,16,115,0.9937,8.02,0.44,9.6,7,melted,13,7,chocolate,1.49,3
0.22,11.9,500,65,179,0.99659,8.06,0.58,9.3,8,melted,12.6,7,chocolate,1.3,3
0.29,10.4,460,59,143,0.99518,8.2,0.4,10.8,8,melted,13.6,7,"chocolate, oats",1.09,3
0.49,2,590,10,112,0.9958,8.15,0.46,10.1,7,melted,18.2,7,chocolate,1.54,3
0.58,14.2,380,51,164,0.9975,8.12,0.48,9.6,8,melted,13.6,7,"chocolate, oats",1.11,3
0.28,9.1,470,29,95,0.99532,8.16,0.47,9.8,9,melted,14.8,7,chocolate,1.06,3
0.3,11.8,940,23,97,0.997,8.09,0.44,9.6,7,melted,13.6,7,"nuts, chocolate",1.5,3
0.09,2.2,840,11,108,0.9964,8.15,0.66,9.8,5,cubed,16.8,7,"nuts, oats, chocolate",1.77,3
0.32,1.8,670,4,8,0.9928,8.36,0.55,12.8,7,cubed,13.6,7,raisins,1.31,3
0.25,1.4,390,21,131,0.99114,8.2,0.45,11.2,9,melted,13.2,7,"chocolate, oats",1.49,3
0.35,4.6,390,43,147,0.99216,8.18,0.4,11,9,melted,12.8,7,chocolate,1.2,3
0,13,330,32,75,0.99551,8.15,0.5,10.7,8,melted,13.4,7,"nuts, oats, chocolate",1.35,3
0.41,0.9,370,22,95,0.9914,8.25,0.43,10.9,8,melted,14,7,"chocolate, oats",1.45,3
0.2,16,440,41,113,0.99862,8.22,0.46,8.9,8,melted,11.4,7,chocolate,1.21,3
0.27,1.55,260,15,70,0.98994,8.37,0.4,11.9,10,melted,11.6,7,raisins,1.87,3
0.3,8.1,2120,60,150,0.9958,8.1,0.4,9.3,7,melted,12.6,7,chocolate,1.21,3
0.14,2.1,640,15,29,0.99323,8.35,0.61,12.1,6,cubed,14.4,7,"nuts,raisins",1.91,3
0.21,2.1,700,9,23,0.99546,8.38,0.6,10.3,5,cubed,13.6,7,"nuts, oats, chocolate",1.45,3
0.29,6.1,460,29,134,0.99462,8.48,0.57,10.7,8,melted,12,7,raisins,1.22,3
0.21,2.6,250,12,120,0.9894,8.39,0.79,14,9,melted,11.6,7,chocolate,1.42,3
0.29,10.5,400,21,145,0.9966,8.04,0.35,9.4,7,melted,15.2,7,raisins,1.06,3
0.49,2.2,960,21,59,0.99714,8.31,0.67,10.1,6,cubed,15.8,7,chocolate,1.72,3
0.29,6.8,380,54,127,0.9932,8.33,0.46,11.6,9,melted,13.4,7,chocolate,1.43,3
0.18,6.7,460,33,160,0.9963,8.2,0.56,9.8,8,melted,15.6,7,chocolate,1.22,3
0.1,3,910,12,48,0.99888,8.31,0.54,9.5,6,cubed,18.4,7,"nuts, oats, chocolate",1.39,3
0.51,1.8,3410,17,56,0.9969,8.04,1.08,9.2,6,cubed,15.8,7,raisins,1.89,3
0.28,1.1,380,30,110,0.9917,8.12,0.42,10.5,8,melted,12.8,7,raisins,1.1,3
0.24,7.2,470,41,151,0.99604,8.11,0.6,9.2,7,melted,12.8,7,raisins,1.55,3
0.23,16.2,550,36,176,0.9986,8.26,0.54,9.1,7,melted,12.8,7,raisins,1.69,3
0.56,2,350,20,95,0.9918,8.23,0.53,11,8,melted,14,7,chocolate,1.55,3
0.3,13.7,560,33,168,0.99825,7.9,0.44,8.7,9,melted,14.8,7,"chocolate, oats",1.05,3
0.24,6.4,400,27,124,0.9903,8.22,0.49,12.6,9,melted,12.8,7,chocolate,1.05,3
0.35,2.5,480,67,161,0.99146,8.05,0.56,11.1,8,melted,14,7,raisins,1.07,3
0.36,1.3,530,28,186,0.99211,8.31,0.45,10.8,7,melted,12.8,7,chocolate,1.98,3
0.28,1.8,410,44,178,0.9954,8.45,0.43,9.2,8,melted,15.8,7,"chocolate, oats",1.61,3
0.31,1.3,340,59,145,0.98944,8.16,0.54,12.4,8,melted,13,7,chocolate,1.4,3
0.22,17.8,340,16,116,0.9989,8.07,0.53,9.2,7,melted,13.6,7,chocolate,1.71,3
0.33,17.85,490,41.5,195,1,8.06,0.44,9.1,9,melted,14.6,7,chocolate,1.33,3
0.28,1.7,430,24,98,0.98918,8.14,0.44,12.5,8,melted,12.2,7,chocolate,1.97,3
0.27,11.6,280,22,97,0.99314,7.96,0.38,11.7,8,melted,13.6,7,raisins,1.26,3
0.09,5.5,1170,9,17,0.99655,8.35,0.49,10.8,6,cubed,13.2,7,"nuts, oats",1.21,3
0.37,8.3,440,45,227,0.9966,8.12,0.47,9,7,melted,14.6,7,chocolate,1.75,3
0.25,3.3,410,26,124,0.99428,8.18,0.5,9.3,8,melted,13.8,7,raisins,1.95,3
0.34,11.9,430,37,213,0.9962,8.09,0.5,9.6,8,melted,14.4,7,chocolate,1.31,3
0.22,3.75,390,37,116,0.9927,8.23,0.5,10.7,8,melted,12.6,7,chocolate,1.16,3
0.32,9.6,540,64,162,0.9962,8.4,0.41,9.4,7,melted,14.2,7,"chocolate, oats",1.47,3
0.34,1.4,230,56,115,0.98958,8.18,0.7,11.7,8,melted,12.8,7,chocolate,1.91,3
0.29,3.9,340,62,140,0.99237,8.1,0.59,11.1,8,melted,12.8,7,chocolate,1.65,3
0.36,5.9,580,31,132,0.995,8.25,0.52,10.9,8,melted,15.8,7,"chocolate, oats",1.02,3
0.36,15.7,450,68,183,0.99922,8.25,0.76,9.4,7,melted,14.4,7,chocolate,1.19,3
0.32,6.3,480,47,159,0.99282,8.21,0.6,11,8,melted,12.4,7,chocolate,1.67,3
0.49,8.65,330,42,186,0.9931,8.14,0.38,12.4,10,melted,15.4,7,raisins,1.25,3
0.5,10,360,78,167,0.9964,8.15,0.55,10.2,8,melted,13.8,7,chocolate,1.94,3
0.37,2,820,24,58,0.9964,8.34,0.59,9.4,6,cubed,15.6,7,raisins,1.71,3
0.52,10.1,500,29,140,0.99628,8.07,0.4,9.4,7,melted,13.2,7,raisins,1.14,3
0.24,2.3,470,60,189,0.995,8.65,0.72,10.1,8,melted,11.4,7,chocolate,1.06,3
0.34,3,540,22,141,0.99338,8.26,0.47,10.4,8,melted,13.2,7,chocolate,1.01,3
0.32,1.1,220,48,116,0.99218,8.04,0.67,10,8,melted,14.4,7,"chocolate, oats",1.17,3
0.49,2.4,780,26,121,0.9978,8.23,0.58,9.2,5,cubed,18,7,"nuts, chocolate",1,3
0.32,1,530,31,218.5,0.9924,8.29,0.72,9.8,8,melted,12,7,raisins,1.72,3
0.28,1.9,1100,20,136,0.9972,7.93,1.95,9.9,6,cubed,17.2,7,"nuts, chocolate",1.15,3
0.05,0.8,380,11,30,0.9924,8.36,0.35,9.2,7,melted,11.2,7,chocolate,1.75,3
0.32,2.8,840,21,122,0.9984,8.32,0.62,9.4,5,cubed,18,7,"nuts, chocolate",1.22,3
0.22,3.4,1050,11,86,1.001,8.43,0.64,11.3,4,cubed,20.2,7,"raisins, oats",1.2,3
0.28,9.8,390,29,113,0.99406,8.11,0.45,10.9,9,melted,13.6,7,"chocolate, oats",1.45,3
0.44,1.2,510,39,122,0.99058,8.11,0.75,11.3,9,melted,12.8,7,"chocolate, oats",1.41,3
0.33,2.05,630,13,27,0.99516,8.26,0.84,11.7,7,cubed,18.2,7,chocolate,1.2,3
0.13,1.2,420,60,172,0.99114,8.06,0.52,10.6,7,melted,12,7,raisins,1.49,3
0.24,2.2,870,5,28,0.9988,8.14,0.6,10.2,5,cubed,19.2,7,"nuts, oats, chocolate",1.39,3
0.34,5.1,550,34,125,0.9942,8.36,0.42,9.6,7,melted,13.2,7,"chocolate, oats",1.34,3
0.34,8.5,330,31,253,0.9953,8.22,0.56,10.5,8,melted,14,7,chocolate,1.82,3
0,2.6,810,6,14,0.9975,8.3,0.52,9.3,5,cubed,15.4,7,"chocolate, peanut butter",1.29,3
0.28,7.2,600,41,132,0.9935,8.08,0.59,11.3,8,melted,14.4,7,chocolate,1.18,3
0.48,1.7,1000,14,96,0.9961,8.19,0.62,9.5,5,cubed,15.6,7,"nuts, oats, chocolate",1.56,3
